5279,-1096,-79,432
5302,-904,-244,467
5322,-1192,134,124
5345,-1432,48,-1
5365,-1493,-40,15
5388,-1460,65,185
5408,-1314,-89,335
5431,-1497,-221,121
5451,-1640,-122,324
5474,-1440,-66,254
5496,-1362,-48,272
5517,-1282,-57,384
5539,-1301,-160,211
5560,-1271,-228,48
5582,-1427,-252,92
5603,-1375,-263,88
5625,-1353,-429,56
5648,-1469,-442,-392
5668,-1133,-671,-295
5691,-1144,-761,-212
5711,-1055,-845,-351
5734,-927,-824,-197
5756,-1195,-891,-272
5777,-1137,-625,-276
5799,-1201,-450,-484
5820,-1199,-404,-491
5842,-1210,-488,-409
5865,-1176,-440,-381
5885,-1194,-482,-296
5908,-1289,-553,-234
5931,-1455,-364,-213
5951,-996,60,-543
5974,-976,-312,-473
5994,-1230,-724,-399
6017,-813,-317,-800
6037,-788,-103,-436
6060,-690,-79,-184
6082,-458,-77,-306
6103,-113,145,-424
6125,-1168,59,-411
6146,-880,-104,-473
6168,-781,71,-512
6189,-600,24,-196
6211,-714,24,-247
6232,-1018,-68,-495
6254,-965,163,-425
6275,-882,-120,-381
6297,-911,-272,-256
6320,-516,-77,-311
6340,-1215,-20,-344
6363,-1153,-52,-354
6383,-1025,105,-441
6406,-1096,304,-336
6426,-985,192,-272
6449,-1118,79,-221
6471,-1162,62,-365
6492,-1086,-2,-413
6514,-1137,-13,-264
6535,-1026,15,-221
6557,-1064,207,-338
6578,-936,168,-290
6600,-976,62,-404
6621,-936,216,-244
6643,-960,60,-201
6666,-968,-44,-456
6686,-21,-256,-1561
6709,-1000,-58,-432
6729,-996,-84,-360
6752,-970,-74,-322
6772,-964,-63,-349
6795,-946,8,-385
6815,-980,-1,-334
6838,-1005,15,-346
6858,-1000,42,-346
6881,-928,48,-213
6901,-954,92,-217
6924,-1113,71,-279
6944,-1119,88,-333
6967,-1088,79,-338
6987,-1058,153,-322
7010,-1199,204,-271
7032,-1234,183,-225
7053,-1336,35,-276
7075,-1232,-72,-356
7096,-1218,78,-433
7118,-1256,175,-360
7141,-1049,12,-328
7161,-1176,134,-328
7184,-1448,54,-528
7204,-1615,51,-516
7227,-1585,112,-537
7247,-1411,-63,-464
7270,-1568,44,-512
7292,-1421,135,-377
7313,-1323,-57,-431
7335,-1323,-74,-497
7356,-1176,179,-701
7378,-1037,280,-573
7399,-921,147,-433
7421,-996,118,-493
7444,-944,172,-541
7464,-612,184,-809
7487,-448,112,-774
7507,-535,-216,-564
7530,-489,615,-274
7550,-874,547,-770
7573,-302,839,-832
7593,-431,675,-656
7616,-490,494,-753
7639,-480,536,-665
7659,-509,651,-649
7682,-465,615,-625
7702,-564,736,-689
7725,-702,96,-756
7745,-575,460,-584
7768,-307,465,-592
7788,-513,750,-552
7811,-595,305,-612
7833,-495,688,-484
7854,-482,655,-751
7876,-450,281,-706
7897,-314,444,-744
7919,-509,464,-528
7940,-487,423,-551
7962,-506,-135,-481
7983,-519,111,-623
8005,-537,280,-639
8028,-410,284,-434
8048,-343,44,-778
8071,-677,304,-628
8091,-752,176,-1051
8114,-529,184,-564
8134,-310,231,-544
8157,-266,153,-504
8177,-269,128,-698
8200,-504,152,-826
8222,-682,176,-1056
8243,-596,127,-925
8265,-334,80,-754
8286,-319,48,-1025
8308,-596,140,-996
8329,-445,391,-984
8351,-649,24,-912
8372,-543,22,-898
8394,-544,172,-850
8417,-567,198,-685
8437,-632,67,-633
8460,-753,111,-761
8480,-645,51,-503
8503,-599,88,-477
8523,-481,60,-441
8546,-502,15,-416
8566,-552,-75,-420
8589,-573,-116,-457
8609,-592,-74,-464
8632,-559,-164,-385
8652,-769,-250,-353
8675,-666,-177,-390
8695,-601,-32,-375
8718,-797,115,-424
8740,-786,112,-497
8761,-861,143,-363
8783,-890,108,-386
8804,-881,75,-318
8826,-985,67,-281
8847,-1053,104,-168
8869,-1064,156,-301
8890,-1145,163,-553
8912,-1069,272,-722
8935,-1017,335,-784
8955,-1224,135,-264
8978,-1049,360,-546
8998,-1743,753,-1906
9021,-1619,676,-2048
9043,-1127,511,-1343
9064,-1039,561,-1025
9086,-1137,892,-1121
9109,-834,478,-973
9129,-826,344,-863
9152,-817,31,-800
9172,-696,-109,-737
9195,-512,-232,-591
9216,-400,-157,-432
9238,-272,-130,-146
9261,-340,-152,24
9281,-324,-241,220
9304,-167,-391,275
9324,-141,-208,159
9347,-321,7,-21
9367,-200,25,-128
9390,-196,-12,-255
9410,-101,246,199
9433,-530,268,-564
9453,-897,192,-573
9476,-689,472,-1188
9498,-733,1027,-1939
9519,-993,924,-1812
9541,-755,839,-1192
9562,-829,1031,-1128
9584,-1257,673,-1101
9607,-1185,568,-933
9627,-969,824,-1063
9650,-961,870,-1145
9672,-744,619,-948
9693,-610,359,-712
9715,-473,352,-696
9736,-336,350,-654
9758,-173,336,-464
9779,-68,167,-290
9801,-121,130,-242
9822,-84,371,-424
9844,-128,257,-438
9865,-264,41,-304
9887,-243,222,-409
9910,-116,568,-781
9930,-111,616,-1077
9953,-253,620,-1056
9973,-136,662,-904
9996,73,870,-1074
10016,-29,1008,-1330
10039,-194,873,-1538
10061,-233,632,-1517
10082,-210,551,-1325
10104,-189,572,-1192
10127,-160,760,-1209
10147,-97,935,-1204
10170,-84,956,-1081
10192,-141,838,-865
10213,-178,734,-737
10235,-232,776,-769
10256,-272,903,-848
10278,-355,1001,-848
10301,-532,1120,-953
10321,-640,1263,-1210
10344,-641,1187,-1220
10366,-609,976,-1040
10387,-605,801,-945
10409,-508,1015,-1167
10432,-386,1065,-1296
10452,-301,867,-1067
10475,-185,579,-712
10498,-58,355,-781
10518,104,664,-953
10541,115,536,-1345
10561,67,316,-1352
10584,220,238,-1121
10606,249,150,-1048
10627,71,-89,-1136
10649,3,-75,-1161
10670,-13,-8,-1089
10692,-4,135,-963
10713,-49,-8,-743
10735,-115,44,-616
10756,120,39,-569
10778,16,75,-483
10801,-199,201,-533
10821,-89,174,-569
10844,-104,92,-545
10864,-93,209,-478
10887,-152,300,-450
10907,-212,248,-514
10930,-161,204,-560
10952,-162,326,-552
10973,-192,425,-567
10995,-216,401,-638
11016,-247,384,-589
11038,-205,350,-663
11061,-162,327,-717
11081,-208,388,-781
11104,-154,319,-840
11124,-18,312,-961
11147,-41,368,-903
11169,-116,332,-832
11190,-244,193,-840
11212,-264,304,-863
11233,-105,344,-909
11255,-113,216,-1044
11278,-127,79,-1203
11298,-23,236,-1133
11321,78,387,-989
11341,3,112,-944
11364,-89,35,-868
11384,-159,96,-952
11407,-122,193,-836
11429,-233,46,-689
11450,-262,107,-685
11472,-333,-138,-509
11493,-303,39,-665
11515,-352,3,-685
11536,-381,70,-784
11558,-276,-57,-727
11581,-349,182,-759
11601,-373,273,-825
11624,-419,172,-757
11644,-415,300,-612
11667,-449,302,-578
11689,-424,304,-578
11710,-450,328,-628
11732,-488,332,-637
11753,-513,359,-601
11776,-488,332,-625
11798,-370,337,-589
11819,-473,440,-644
11841,-487,422,-644
11862,-444,440,-653
11884,-576,475,-658
11907,-544,464,-708
11927,-570,476,-729
11950,-543,519,-770
11970,-495,592,-736
11993,-541,599,-839
12015,-466,577,-912
12036,-441,498,-960
12058,-429,496,-871
12081,-317,483,-765
12101,-160,449,-797
12124,31,312,-1069
12144,56,291,-1177
12167,30,88,-1234
12189,143,209,-1213
12210,152,231,-1226
12232,119,71,-1293
12253,-8,79,-1200
12275,-73,-1,-1085
12296,-80,23,-1044
12318,-89,-20,-1092
12341,-157,-100,-1152
12361,-162,-66,-1026
12384,-202,-152,-836
12404,-271,-113,-728
12427,-260,-200,-647
12449,-235,-90,-463
12470,-41,124,-689
12492,-129,92,-664
12513,-209,448,-658
12535,-340,-194,-575
12558,-292,-89,-470
12578,-397,35,-602
12601,-137,-393,-509
12621,-561,-215,-514
12644,-477,-32,-580
12664,-360,-240,-673
12687,-234,-193,-488
12709,-127,-160,-825
12730,-99,-253,-916
12752,-225,-297,-1114
12775,-129,-377,-1133
12795,108,-144,-1068
12818,240,-101,-1104
12840,328,-333,-1159
12861,-500,142,-612
12883,-143,807,-13
12904,208,-337,-481
12926,-89,-105,-1047
12949,259,190,-409
12969,-402,-563,-569
12992,-239,-505,-672
13012,83,-345,-973
13035,-168,-226,-657
13058,-358,-205,-196
13078,-191,-394,-121
13101,-135,-380,-168
13121,-714,-345,-288
13144,-712,-332,-144
13166,-369,-213,-100
13187,12,-640,-396
13209,-448,-276,-13
13230,-725,-369,-160
13252,-976,-833,-1106
13275,-857,-49,-265
13295,-474,-168,-1
13318,-1509,-720,-177
13338,-1087,-41,-305
13361,-957,-211,-391
13383,-868,-608,-468
13404,-1000,-273,-225
13426,-1130,-1,-424
13449,-1105,-357,-335
13469,-1280,-336,-441
13492,-1263,-125,-281
13514,-1305,-4,-64
13535,-1119,204,60
13557,-1069,-120,223
13578,-1290,-160,15
13600,-1197,-173,255
13623,-913,-11,-44
13643,-1104,-205,-130
13666,-1043,-239,12
13686,-1146,79,44
13709,-1130,48,225
13729,-1014,-57,56
13752,-1273,-154,240
13774,-1382,-154,423
13795,-1208,23,396
13817,-1055,7,348
13838,-1197,101,383
13860,-1096,15,463
13883,-1168,-56,584
13903,-1393,39,631
13926,-1457,135,551
13948,-1444,252,519
13969,-1329,272,504
13991,-1171,304,527
14014,-1087,268,656
14034,-1236,255,696
14057,-1059,124,704
14077,-1104,38,630
14100,-964,152,668
14123,-968,387,616
14143,-1076,-71,792
14166,-1072,32,847
14186,-1052,15,873
14209,-930,-49,764
14231,-1088,-148,883
14252,-1005,-111,1070
14274,-648,-4,665
14295,-1476,-185,1144
14317,-1256,158,1249
14340,-1050,44,1174
14362,-1032,78,1260
14383,-1113,38,1392
14405,-1065,126,1246
14428,-989,78,1086
14448,-1140,135,1052
14471,-1286,198,1068
14493,-1228,268,1048
14514,-1088,140,1128
14536,-1283,25,1182
14559,-1245,35,1094
14579,-1415,134,1176
14602,-1415,86,1331
14624,-1301,100,1328
14645,-1193,65,1027
14667,-1055,-15,686
14688,-1089,287,724
14710,-807,433,848
14733,-2008,79,1297
14753,-1680,201,351
14776,-1762,176,1135
14798,-1850,364,688
14819,-1364,83,257
14841,-1041,-39,463
14864,-710,-271,1011
14884,-441,-153,780
14907,-753,-351,-242
14929,-964,48,688
14952,-1189,184,931
14972,-872,35,764
14995,-934,-13,563
15015,-1101,-97,427
15038,-1021,-133,599
15060,-1163,103,799
15081,-1145,48,871
15104,-1412,156,880
15124,-1617,415,1240
15147,-1160,176,1011
15169,-1055,224,1143
15192,-1138,48,855
15212,-1620,931,280
15235,-993,-520,976
15255,-1249,-264,864
15278,-1377,-385,855
15300,-585,-449,851
15321,-1440,-450,819
15345,-1081,-527,1159
15368,-1121,-225,769
15390,-1156,-260,585
15415,-1416,-200,712
15437,-1460,-296,723
15460,-749,-248,904
15482,-1095,-225,900
15505,-1002,-328,863
15527,-957,-226,748
15550,-1309,-212,751
15572,-1256,-258,910
15595,-1151,-168,824
15618,-754,-153,828
15640,-1102,-249,740
15663,-1060,-47,688
15685,-1193,142,839
15706,-1307,127,812
15728,-1364,40,696
15751,-1263,-57,632
15771,-1270,-288,647
15794,-1278,-125,608
15816,-1293,95,363
15839,-1332,-52,391
15859,-1458,-89,335
15882,-1394,-50,327
15904,-1296,-69,254
15925,-1384,-16,124
15947,-1362,-72,191
15968,-1362,3,169
15990,-1417,38,249
16013,-1552,79,264
16033,-1312,41,224
16056,-1316,96,188
16076,-1375,92,248
16099,-1389,159,263
16121,-1330,65,265
16142,-1170,112,167
16164,-1329,176,271
16185,-1493,312,206
16207,-1239,135,263
16230,-1056,112,270
16250,-1193,264,238
16273,-1389,334,350
16295,-1505,230,524
16316,-1049,48,460
16338,-1149,115,543
16361,-1401,312,687
16381,-1435,227,601
16404,-1389,29,681
16424,-1420,147,671
16447,-1322,129,566
16470,-1124,-212,743
16490,-1378,220,727
16513,-1272,-2,544
16535,-1278,-125,704
16556,-1184,-88,697
16578,-1149,-200,803
16601,-1236,-223,755
16621,-1209,51,664
16644,-961,-104,747
16664,-1327,-207,880
16687,-1268,-164,764
16709,-873,145,888
16730,-1199,30,804
16752,-1168,23,680
16773,-1239,72,704
16795,-1127,-64,894
16818,-954,67,884
16838,-1320,240,780
16861,-1103,-24,851
16881,-1113,-7,876
16904,-1085,1,864
16926,-1116,48,940
16947,-1140,7,835
16969,-1071,-40,923
16990,-1060,-160,870
17012,-1092,-104,816
17035,-1085,-93,838
17055,-1128,-1,856
17078,-1224,33,840
17098,-1200,-73,775
17121,-1088,-93,895
17143,-1217,-97,988
17164,-1115,-109,775
17186,-1156,62,835
17209,-1159,-53,897
17229,-1119,-9,908
17252,-1124,-40,927
17272,-1096,-87,655
17295,-1020,-46,923
17317,-1200,-109,913
17338,-1161,135,894
17360,-962,143,908
17381,-980,-87,703
17403,-996,-242,911
17426,-900,97,739
17446,-1165,28,1038
17469,-1268,89,1011
17489,-1121,72,880
17512,-894,33,825
17534,-1174,113,1084
17555,-1652,543,1110
17577,-706,-463,880
17600,-960,-17,791
17620,-1040,-25,1351
17643,-840,108,1784
17664,-789,-560,976
17686,-781,-26,1395
17709,-326,-125,1337
17729,-528,65,1347
17752,-313,-255,844
17774,-80,-349,1392
17795,-190,-344,1231
17817,-343,51,1449
17838,-161,-121,1273
17860,-100,-196,1171
17883,8,-415,1055
17903,-21,-225,1079
17926,-84,-298,1350
17946,-84,-145,1323
17969,-49,-136,1167
17991,-113,-66,1326
18012,-121,-116,1438
18034,-189,108,1289
18057,-146,-64,1263
18077,-319,-136,1392
18100,-189,-175,1336
18122,-137,-201,1329
18143,-93,-116,1225
18165,-82,-41,1244
18186,-148,-186,1342
18208,-129,-208,1196
18231,-96,-64,1160
18251,-15,-253,1347
18274,40,-177,1270
18294,56,-212,1187
18317,12,-113,1299
18339,87,-249,1248
18360,131,-360,1263
18382,23,-141,1107
18403,-16,-269,1188
18425,28,-295,1343
18448,-20,-123,1302
18468,24,-290,1180
18491,152,-327,1255
18513,185,-328,1203
18534,160,-169,1144
18556,120,-215,1103
18577,248,-372,1063
18599,321,-351,1310
18622,312,-265,1200
18642,280,-74,1104
18665,239,-292,1171
18688,287,-336,1136
18708,335,-308,1144
18731,231,-228,1239
18753,111,-185,1185
18774,243,-289,1159
18796,344,-321,1192
18819,337,-313,1095
18839,281,-177,1287
18862,352,-385,1201
18882,496,-488,1135
18905,591,-353,935
18927,471,-320,931
18948,418,-368,969
18970,511,-353,1295
18993,-68,-498,694
19013,679,-126,1372
19036,360,-287,839
19056,465,-295,984
19079,227,-232,883
19101,480,-337,1087
19122,680,-578,1046
19144,611,-377,1110
19165,566,-346,1063
19187,460,-570,739
19210,600,-631,967
19230,474,-474,1182
19253,335,-368,1103
19275,200,-433,1064
19296,150,-384,1091
19318,385,-385,1385
19341,339,-426,1353
19361,67,-323,1087
19384,255,-439,1134
19404,-31,-264,1020
19427,257,-382,1295
19449,329,-315,1011
19470,120,-255,1137
19492,136,-284,1279
19515,31,-306,1283
19535,143,-348,1215
19558,211,-345,1167
19580,-61,-285,995
19601,-817,551,297
19623,-228,-320,1502
19644,-177,-296,1443
19666,-272,-192,1297
19689,-276,-54,1171
19709,-328,-148,1288
19732,-400,-93,1432
19755,-109,-103,1223
19775,-289,8,1315
19798,-137,-50,1270
19818,-151,-45,1212
19841,-156,-170,1231
19863,-124,-212,1231
19884,-136,-231,1209
19906,-189,-217,1241
19929,-177,-200,1291
19949,-143,-225,1231
19972,-122,-185,1260
19994,-98,-210,1329
20015,-72,-218,1214
20037,-20,-224,1198
20058,-65,-159,1243
20080,-34,-201,1283
20103,19,-252,1216
20123,-39,-212,1255
20146,-25,-280,1259
20166,-10,-253,1200
20189,-44,-225,1264
20211,-25,-232,1270
20232,15,-297,1216
20254,44,-280,1182
20275,-45,-212,1260
20297,-1,-277,1319
20320,9,-288,1203
20340,28,-272,1240
20363,113,-320,1190
20383,28,-175,1216
20406,30,-152,1251
20428,-16,-256,1200
20449,28,-281,1207
20471,188,-420,1209
20492,79,-260,1103
20514,-64,-185,1287
20537,60,-303,1296
20557,27,-292,1216
20580,-90,-89,1184
20600,15,-208,1443
20623,-57,-40,1216
20645,-125,48,1260
20666,-148,88,1159
20688,-100,52,1239
20709,-18,39,1240
20731,-132,152,1283
20754,-79,71,1297
20774,-61,31,1233
20797,-68,20,1287
20817,-5,3,1278
20840,-25,-4,1328
20860,3,14,1327
20883,31,-18,1294
20903,115,-72,1287
20926,59,-49,1251
20946,20,-25,1260
20969,30,-52,1273
20989,39,-77,1240
21012,-17,-40,1260
21035,-13,-7,1279
21055,35,-24,1249
21078,38,-33,1255
21098,15,4,1292
21121,-8,19,1287
21141,17,8,1255
21164,24,12,1216
21184,44,28,1272
21207,47,3,1299
21227,59,-34,1252
21250,79,-36,1276
21270,91,14,1263
21293,49,-10,1256
21313,62,-57,1142
21336,88,-60,1238
21356,40,-29,1255
21379,70,-13,1287
21401,71,-27,1335
21422,46,-61,1219
21444,76,-87,1159
21465,67,-80,1233
21487,63,-68,1337
21508,83,-32,1311
21530,112,-72,1238
21551,87,-72,1243
21573,69,-100,1200
21596,38,-95,1231
21616,79,-104,1240
21639,70,-66,1267
21659,67,-48,1270
21682,103,-100,1225
21702,103,-123,1166
21725,99,-122,1279
21747,112,-111,1255
21768,142,-141,1256
21790,135,-141,1223
21813,158,-153,1255
21833,-8,-129,1208
21856,54,-98,1270
21876,-125,-103,1132
21899,142,-61,1256
21921,143,-89,1231
21942,150,-113,1167
21964,206,-113,1201
21985,129,-136,1223
22007,132,-132,1217
22030,112,-118,1204
22050,143,-141,1254
22073,161,-153,1265
22095,156,-128,1223
22116,136,-141,1212
22138,167,-113,1255
22161,190,-98,1235
22181,200,-160,1166
22204,176,-141,1216
22226,216,-196,1308
22247,176,-153,1276
22269,184,-128,1193
22290,184,-80,1262
22312,88,-8,1294
22335,51,31,1295
22355,40,52,1284
22378,81,14,1200
22398,-28,81,1248
22421,-81,156,1335
22441,-89,47,1127
22464,-164,86,1206
22484,-136,52,1200
22507,-155,79,1267
22530,-168,88,1217
22550,-137,73,1263
22573,-111,9,1251
22593,-130,-52,1230
22616,-148,-39,1159
22638,-173,4,1264
22659,-180,-41,1344
22681,-153,-48,1244
22702,-31,-116,1260
22724,19,-212,1375
22747,-64,-148,1286
22767,-173,-15,1016
22790,-199,-93,1305
22810,-205,-89,1311
22833,-74,-76,1388
22853,-223,-50,1196
22876,-164,39,1318
22898,-136,-8,1264
22919,-194,88,1244
22941,-210,-249,974
22962,441,123,1684
22984,62,-153,1185
23007,404,-53,1040
23027,230,124,1353
23050,-64,-25,1385
23070,-113,-64,1272
23093,32,28,720
23115,-144,12,1295
23136,-200,119,1318
23158,-109,76,1241
23179,-114,39,1257
23201,-121,-25,1305
23224,-88,-25,1272
23244,-56,-63,1214
23267,-29,-34,1264
23287,-36,-45,1287
23310,-25,-78,1308
23330,85,115,1155
23353,-57,60,1223
23373,131,177,1390
23396,-473,-5,966
23418,-36,-365,1305
23439,-49,-333,1063
23461,-136,353,702
23482,-296,435,1464
23504,-420,483,1383
23527,-12,-176,984
23547,-92,-20,1241
23570,-56,-121,1248
23590,-80,-119,1272
23613,-78,-114,1267
23635,-81,-138,1299
23656,-60,-125,1256
23678,-37,-173,1288
23699,-72,-119,1217
23721,-83,-104,1262
23744,-52,-141,1352
23764,-135,-72,1196
23787,11,-128,1367
23808,-76,-80,1311
23830,-40,-108,1230
23853,-64,-65,1175
23873,-136,-48,1275
23896,-151,-47,1279
23916,-61,-112,1251
23939,-17,-154,1297
23961,-116,-100,1399
23982,-180,-129,1520
24004,-24,-45,1711
24025,-63,-121,1667
24047,-113,-61,1735
24070,-244,-48,1443
24090,-231,-34,1393
24113,-370,56,1375
24133,-324,-49,1324
24156,-72,-84,1407
24178,-310,-52,1054
24199,-340,-68,1118
24221,-226,-114,1191
24244,-157,-41,1294
24264,-23,76,1217
24287,-106,-15,1240
24307,-157,-9,1128
24330,-121,-154,1159
24350,-213,-64,1027
24373,-148,-53,1216
24395,-285,63,1159
24416,-313,86,1204
24438,-420,214,1148
24461,-420,225,1196
24481,-416,206,1215
24504,-400,140,1310
24524,-290,124,1244
24547,-305,123,1120
24569,-296,89,1139
24590,-232,79,1155
24612,-164,64,1167
24635,-228,70,1187
24655,-212,47,1208
24678,-121,8,1164
24698,-104,-4,1196
24721,-136,-39,1356
24741,-144,-285,1340
24764,-153,-47,1235
24786,-77,-232,1262
24807,-89,-170,1302
24829,-80,-114,1262
24852,-97,-57,1283
24872,-65,-64,1264
24895,-80,-39,1279
24915,-209,-25,1383
24938,-223,-93,1424
24958,-168,-72,1320
24981,-125,-93,1231
25004,-212,-76,1279
25024,-157,-97,1265
25047,-16,-96,1183
25067,-49,-32,1231
25090,-231,240,1248
25112,-173,188,1342
25133,-164,231,1328
25155,-168,371,1216
25178,-130,384,1231
25198,-45,371,1155
25221,-68,366,1182
25241,-98,391,1164
25264,-55,415,1136
25286,-61,396,1223
25307,-65,344,1304
25329,-103,431,1272
25350,-98,401,1287
25372,-104,419,1225
25395,-96,388,1217
25415,-97,347,1262
25438,-93,382,1232
25458,-108,398,1225
25481,-125,358,1265
25503,-100,316,1264
25524,-80,312,1214
25546,-75,284,1200
25569,-104,302,1212
25589,-100,284,1219
25612,-73,273,1212
25632,-74,300,1192
25655,-61,323,1185
25677,-80,316,1240
25698,-81,345,1203
25720,-114,353,1255
25741,-127,320,1328
25763,-112,327,1329
25786,-79,348,1305
25806,-63,379,1267
25829,-113,399,1308
25851,-136,419,1276
25872,-144,396,1264
25894,-120,387,1233
25917,-113,369,1215
25937,-93,334,1216
25960,-100,344,1228
25980,-77,359,1191
26003,-100,380,1209
26025,-114,366,1251
26046,-143,376,1271
26068,-120,355,1295
26091,-112,380,1267
26112,-98,432,1214
26134,-68,432,1200
26155,-66,476,1183
26177,-121,551,1192
26200,-144,591,1199
26220,-180,592,1249
26243,-168,560,1267
26265,-148,563,1217
26286,-122,540,1191
26308,-109,483,1180
26331,-144,472,1214
26351,-137,476,1187
26374,-136,465,1200
26394,-132,463,1184
26417,-136,472,1183
26439,-141,464,1216
26460,-135,479,1201
26482,-125,473,1207
26505,-121,463,1219
26525,-111,441,1235
26548,-109,433,1246
26570,-13,432,1139
26591,7,489,1040
26613,-193,471,1272
26634,-242,268,1487
26656,-123,261,1296
26679,-153,343,1264
26699,-77,252,1260
26722,55,280,1072
26742,76,275,1055
26765,23,252,1168
26787,48,244,1148
26808,60,211,1147
26830,67,188,1185
26851,71,160,1231
26873,70,152,1230
26896,55,153,1260
26916,63,145,1288
26939,23,159,1324
26959,35,134,1336
26982,103,102,1295
27002,71,143,1240
27025,108,95,1216
27047,72,91,1244
27068,48,152,1201
27090,48,143,1214
27111,66,103,1244
27133,85,73,1264
27154,89,81,1225
27176,127,41,1279
27199,136,71,1254
27219,127,39,1297
27242,71,103,1299
27262,80,159,1193
27285,94,88,1251
27305,167,-71,1244
27328,39,40,1297
27351,60,34,1287
27371,79,32,1240
27394,49,-23,1240
27414,88,49,1159
27437,-4,64,1215
27457,-16,62,1215
27480,-9,24,1272
27500,-63,24,1223
27523,-136,44,1283
27543,-128,12,1223
27566,-148,-7,1272
27588,-98,-67,1327
27609,-161,-31,1227
27631,-191,20,1238
27652,-153,-13,1243
27674,-237,-88,1383
27697,-218,-8,1328
27717,-256,11,1287
27740,-281,-31,1449
27760,-264,209,1103
27783,-256,67,1264
27805,-328,147,1278
27826,-354,131,1311
27848,-400,223,1231
27869,-393,248,1272
27891,-312,188,1265
27914,-287,174,1248
27934,-320,163,1272
27957,-305,150,1289
27979,-340,201,1272
28000,-385,460,1046
28022,-317,230,1180
28045,-308,280,1151
28065,-250,169,1243
28088,-153,79,1297
28108,-191,140,1283
28131,-153,108,1248
28153,-272,152,1260
28174,-178,71,1217
28196,-232,121,1288
28219,-221,56,1175
28239,-128,-25,1555
28262,-500,1224,769
28284,38,608,979
28305,-57,243,911
28327,-272,-100,1390
28348,-201,167,1000
28370,-267,-113,1304
28393,-273,-73,1366
28413,-362,-168,1283
28436,-333,-138,1225
28456,-493,-200,1238
28479,-527,-103,1219
28502,-512,-264,1196
